기준년월,지역코드,통합시군구코드,지원센터코드,시설유형명,시설단체분류코드,이용금액,이용건수,시설단체수
201701,부산,03000001,S02601,이용시설,재가복지센터,1942860.07,124,1
201701,부산,03000001,S02601,이용시설,지역아동센터,13415987.45,1072,5
201701,부산,03000001,S02601,이용시설,기타이용시설,15934968.52,1257,5
201701,부산,03000001,S02601,기타시설,기타법인단체,9539396.63,824,2
201701,부산,03000001,S02601,이용시설,무료급식소,4519074.78,432,1
201701,부산,03000001,S02601,이용시설,복지관,4637228.86,207,1
201701,부산,03000002,S02701,기타시설,종교사회단체,2406911.8,4,1
201701,부산,03000002,S02701,기타시설,기타법인단체,778379.9,3,2
201701,부산,03000002,S02701,기타시설,기타,1628312.2,5,4
201701,부산,03000002,S02701,생활시설,노인시설,4732746.05,10,2
201701,부산,03000002,S02701,생활시설,여성시설,4110739.3,10,2
201701,부산,03000002,S02701,생활시설,장애인시설,1376424.4,3,2
201701,부산,03000002,S02701,생활시설,한부모가족시설,9156417.55,27,4
201701,부산,03000002,S02701,이용시설,무료급식소,4913248.3,10,4
201701,부산,03000002,S02701,이용시설,복지관,3773923.15,9,3
201701,부산,03000002,S02701,이용시설,재가복지센터,3149037.5,6,1
201701,부산,03000002,S02701,이용시설,기타이용시설,6236747.35,16,6
201701,부산,03000003,S02801,이용시설,지역아동센터,301429.73,5,2
201701,부산,03000003,S02801,이용시설,기타이용시설,1907800.85,14,3
201701,부산,03000003,S02801,기타시설,기타법인단체,2776299.87,17,2
201701,부산,03000003,S02801,생활시설,아동시설,162900.18,1,1
201701,부산,03000003,S02801,이용시설,무료급식소,99999.85,1,1
201701,부산,03000003,S02801,이용시설,복지관,479200,3,1
201701,부산,03000003,S02801,이용시설,재가복지센터,1509000,10,2
201701,부산,03000005,S03001,기타시설,종교사회단체,2757100,1,1
201701,부산,03000005,S03001,생활시설,노인시설,1389598.6,1,1
201701,부산,03000005,S03001,이용시설,기타이용시설,215468,1,1
201701,부산,03000005,S03001,이용시설,지역아동센터,3100919.88,6,5
201701,부산,03000005,S03001,이용시설,복지관,1081500,1,1
201701,부산,03000005,S03001,이용시설,무료급식소,1341668.36,4,3
201701,부산,03000005,S03001,생활시설,장애인시설,1106849.94,1,1
201701,부산,03000005,S03001,기타시설,기타법인단체,640050,1,1
201701,부산,03000006,S03101,생활시설,부랑인시설,552047.9,6,1
201701,부산,03000006,S03101,이용시설,기타이용시설,2051012.44,33,3
201701,부산,03000006,S03101,이용시설,지역아동센터,7444438.44,72,9
201701,부산,03000006,S03101,이용시설,재가복지센터,518100.12,7,1
201701,부산,03000006,S03101,생활시설,여성시설,20000,1,1
201701,부산,03000006,S03101,기타시설,기타법인단체,850848.06,17,1
201701,부산,03000006,S03101,기타시설,기타,635000,11,1
201701,부산,03000006,S03101,생활시설,노인시설,702547.54,12,1
201701,부산,03000006,S03101,생활시설,아동시설,1493909.02,3,2
201701,부산,03000006,S03101,이용시설,복지관,5354030.93,28,1
201701,부산,03000006,S03101,이용시설,무료급식소,2340347.29,26,4
201701,부산,03000007,S03201,생활시설,장애인시설,1118242.04,14,3
201701,부산,03000007,S03201,이용시설,복지관,1441179.81,7,1
201701,부산,03000007,S03201,이용시설,재가복지센터,278850.58,7,1
201701,부산,03000007,S03201,이용시설,지역아동센터,5678316.05,96,14
201701,부산,03000007,S03201,이용시설,기타이용시설,2134437.97,25,6
201701,부산,03000008,S03301,이용시설,지역아동센터,228340,2,2
201701,부산,03000008,S03301,기타시설,기타법인단체,399000,2,1
201701,부산,03000008,S03301,기타시설,종교사회단체,634804.8,3,1
201701,부산,03000008,S03301,기타시설,기타,83642.96,1,1
201701,부산,03000008,S03301,이용시설,복지관,280992,2,2
201701,부산,03000009,S03401,이용시설,지역아동센터,4364999.45,49,5
201701,부산,03000009,S03401,이용시설,기타이용시설,10865563.25,118,4
201701,부산,03000009,S03401,생활시설,노인시설,1003000.31,18,1
201701,부산,03000009,S03401,생활시설,아동시설,642100.1,8,1
201701,부산,03000009,S03401,생활시설,청소년쉼터,206915.21,5,1
201701,부산,03000009,S03401,이용시설,무료급식소,1019999.8,23,1
201701,부산,03000009,S03401,이용시설,복지관,3380272.79,40,3
201701,부산,03000009,S03401,이용시설,재가복지센터,932600.5,10,1
201701,부산,03000010,S03501,생활시설,장애인시설,205799.98,6,2
201701,부산,03000010,S03501,생활시설,여성시설,471000.14,5,1
201701,부산,03000010,S03501,생활시설,아동시설,987440.08,12,2
201701,부산,03000010,S03501,생활시설,노인시설,2682900.24,10,2
201701,부산,03000010,S03501,기타시설,기타,3852541.68,12,1
201701,부산,03000010,S03501,기타시설,기타법인단체,835729.88,11,1
201701,부산,03000010,S03501,이용시설,기타이용시설,10363149.22,38,6
201701,부산,03000010,S03501,이용시설,지역아동센터,2918799.97,45,8
201701,부산,03000010,S03501,이용시설,재가복지센터,4711689.88,47,8
201701,부산,03000010,S03501,이용시설,복지관,5539770.43,30,6
201701,부산,03000010,S03501,이용시설,무료급식소,1182778.68,6,1
201701,부산,03000010,S03501,생활시설,정신요양시설,385000.23,4,1
201701,부산,03000011,S03601,이용시설,무료급식소,838216.1,18,1
201701,부산,03000011,S03601,생활시설,청소년쉼터,236699.51,2,1
201701,부산,03000011,S03601,이용시설,기타이용시설,548818.88,12,2
201701,부산,03000011,S03601,이용시설,지역아동센터,7784924.03,105,8
201701,부산,03000011,S03601,이용시설,재가복지센터,2640200,1,1
201701,부산,03000011,S03601,이용시설,복지관,328176.05,21,1
201701,부산,03000011,S03601,생활시설,장애인시설,732138.84,11,1
201701,부산,03000011,S03601,기타시설,기타법인단체,375899.91,3,1
201701,부산,03000011,S03601,기타시설,종교사회단체,294080.78,6,1
201701,부산,03000011,S03601,생활시설,노인시설,367053.07,8,1
201701,부산,03000011,S03601,생활시설,아동시설,578453.04,8,1
201701,부산,03000011,S03601,생활시설,여성시설,255216.61,5,1
201701,부산,03000012,S03701,생활시설,청소년쉼터,53000.11,1,1
201701,부산,03000012,S03701,생활시설,기타생활시설,444853.24,1,1
201701,부산,03000012,S03701,이용시설,기타이용시설,1239956.22,13,2
201701,부산,03000012,S03701,생활시설,부랑인시설,72699.9,1,1
201701,부산,03000013,S03801,생활시설,장애인시설,1493729.87,6,1
201701,부산,03000013,S03801,생활시설,정신요양시설,529627.32,5,1
201701,부산,03000013,S03801,이용시설,무료급식소,2647656.36,33,4
201701,부산,03000013,S03801,이용시설,복지관,2009798.91,33,2
201701,부산,03000013,S03801,이용시설,지역아동센터,9146926.56,56,11
201701,부산,03000013,S03801,생활시설,부랑인시설,5241967.69,8,1
201701,부산,03000013,S03801,기타시설,기타법인단체,150802.76,4,1
201701,부산,03000013,S03801,이용시설,기타이용시설,1027035.6,18,4
201701,부산,03000013,S03801,생활시설,아동시설,150802.76,4,1
201701,부산,03000013,S03801,생활시설,여성시설,1265708.07,9,2
201701,부산,03000014,S03901,생활시설,노인시설,1003271.75,16,1
201701,부산,03000014,S03901,이용시설,기타이용시설,602164.25,12,1
201701,부산,03000014,S03901,생활시설,장애인시설,1028963.78,20,1
201701,부산,03000014,S03901,이용시설,무료급식소,358299.87,5,2
201701,부산,03000014,S03901,이용시설,복지관,493200,3,1
201701,부산,03000014,S03901,이용시설,재가복지센터,5901411.72,26,2
201701,부산,03000014,S03901,이용시설,지역아동센터,385063.89,8,2
201701,부산,03000004,S38501,기타시설,기타법인단체,18527422.18,42,12
201701,부산,03000004,S38501,생활시설,아동시설,1775384.51,4,1
201701,부산,03000004,S38501,이용시설,재가복지센터,1356049.2,3,1
201701,부산,03000006,S40001,이용시설,무료급식소,2910500.12,8,2
201701,부산,03000009,S40201,이용시설,기타이용시설,388000,7,1
201701,부산,03000009,S40201,생활시설,노인시설,88302.5,2,2
201701,부산,03000009,S40201,생활시설,기타생활시설,782000.17,18,1
201701,부산,03000009,S40201,생활시설,결핵한센인시설,43890,1,1
201701,부산,03000009,S40201,이용시설,무료급식소,7864831.79,85,2
201701,부산,03000009,S40201,이용시설,복지관,43890,1,1
201701,부산,03000009,S40201,이용시설,지역아동센터,583459.68,12,5
201701,부산,03000002,S40301,이용시설,기타이용시설,1639114.1,12,3
201701,부산,03000002,S40301,생활시설,여성시설,360309.63,6,4
201701,부산,03000002,S40301,이용시설,무료급식소,857857.3,8,2
201701,부산,03000002,S40301,이용시설,복지관,301054.3,2,1
201701,부산,03000002,S40301,이용시설,재가복지센터,145565.28,1,1
201701,부산,03000002,S40301,이용시설,지역아동센터,1939180.32,3,2
201701,부산,03000007,S48201,이용시설,복지관,1759800.14,29,2
201701,부산,03000005,S50701,이용시설,지역아동센터,17817568.2,2,2
201701,부산,03000005,S50701,이용시설,무료급식소,42217824.86,26,1
201701,부산,03000005,S50701,생활시설,아동시설,1547966.85,4,1
201701,부산,03000011,S51401,이용시설,지역아동센터,2917473.2,3,1
201701,부산,03000011,S51401,생활시설,기타생활시설,3395698.02,1,1
201701,부산,03000015,S51601,이용시설,지역아동센터,80000,1,1
201701,부산,03000015,S51601,이용시설,기타이용시설,2364870.15,69,2
201701,부산,03000015,S51601,이용시설,무료급식소,3401870.07,35,21
201702,부산,03000001,S02601,기타시설,기타법인단체,7479508.48,370,2
201702,부산,03000001,S02601,이용시설,무료급식소,2601764.81,141,1
201702,부산,03000001,S02601,이용시설,복지관,4722248.98,116,1
201702,부산,03000001,S02601,이용시설,재가복지센터,2170459.53,118,1
201702,부산,03000001,S02601,이용시설,지역아동센터,11288441.54,670,5
201702,부산,03000001,S02601,이용시설,기타이용시설,16728691.03,809,5
201702,부산,03000002,S02701,기타시설,기타법인단체,594900,2,2
201702,부산,03000002,S02701,기타시설,종교사회단체,766698.9,1,1
201702,부산,03000002,S02701,기타시설,기타,280200,1,1
201702,부산,03000002,S02701,생활시설,노인시설,840399.61,2,2
201702,부산,03000002,S02701,생활시설,여성시설,1901199.4,3,2
201702,부산,03000002,S02701,생활시설,한부모가족시설,4425399.5,10,3
201702,부산,03000002,S02701,이용시설,무료급식소,1783000.1,3,2
201702,부산,03000002,S02701,이용시설,복지관,241900,2,1
201702,부산,03000002,S02701,이용시설,재가복지센터,1746699.1,2,1
201702,부산,03000002,S02701,이용시설,기타이용시설,2177198.64,5,3
201702,부산,03000003,S02801,생활시설,청소년쉼터,20206.43,3,1
201702,부산,03000003,S02801,이용시설,복지관,1086607.75,11,1
201702,부산,03000003,S02801,이용시설,재가복지센터,1151000,7,2
201702,부산,03000003,S02801,이용시설,지역아동센터,139184.92,5,1
201702,부산,03000003,S02801,이용시설,기타이용시설,1291612.88,12,3
201702,부산,03000003,S02801,기타시설,기타법인단체,610800.33,4,1
201702,부산,03000003,S02801,이용시설,무료급식소,1224300.09,9,2
201702,부산,03000005,S03001,기타시설,종교사회단체,15698787.5,3,2
201702,부산,03000005,S03001,이용시설,지역아동센터,3204726.54,5,5
201702,부산,03000005,S03001,이용시설,재가복지센터,3207184.74,4,2
201702,부산,03000005,S03001,이용시설,복지관,1317900,5,1
201702,부산,03000005,S03001,이용시설,무료급식소,1031301.51,2,2
201702,부산,03000005,S03001,생활시설,장애인시설,917601.51,1,1
201702,부산,03000005,S03001,기타시설,기타법인단체,13773387.32,3,2
201702,부산,03000006,S03101,이용시설,무료급식소,1628701.77,84,7
201702,부산,03000006,S03101,이용시설,재가복지센터,852366.82,20,1
201702,부산,03000006,S03101,기타시설,기타법인단체,416165.21,27,2
201702,부산,03000006,S03101,생활시설,노인시설,1096605.29,37,1
201702,부산,03000006,S03101,생활시설,부랑인시설,390641.87,19,1
201702,부산,03000006,S03101,생활시설,아동시설,1224524.97,36,2
201702,부산,03000006,S03101,생활시설,여성시설,46000,1,1
201702,부산,03000006,S03101,이용시설,복지관,1076993.7,30,2
201702,부산,03000006,S03101,이용시설,기타이용시설,691451.53,35,3
201702,부산,03000006,S03101,이용시설,지역아동센터,3517623.19,115,12
201702,부산,03000007,S03201,생활시설,아동시설,592750,1,1
201702,부산,03000007,S03201,생활시설,장애인시설,2904601.55,17,3
201702,부산,03000007,S03201,생활시설,한부모가족시설,771029.22,3,1
201702,부산,03000007,S03201,이용시설,복지관,1145050.18,7,1
201702,부산,03000007,S03201,이용시설,재가복지센터,962917.4,11,1
201702,부산,03000007,S03201,이용시설,지역아동센터,12972524.81,116,14
201702,부산,03000007,S03201,이용시설,기타이용시설,6049068.14,36,6
201702,부산,03000008,S03301,이용시설,복지관,161953.34,1,1
201702,부산,03000008,S03301,기타시설,기타법인단체,38711370.82,1,1
201702,부산,03000008,S03301,기타시설,종교사회단체,581791.05,5,1
201702,부산,03000008,S03301,기타시설,기타,227506.82,2,1
201702,부산,03000008,S03301,생활시설,노인시설,280477.2,2,1
201702,부산,03000008,S03301,이용시설,무료급식소,1651893.44,2,1
201702,부산,03000009,S03401,생활시설,노인시설,703410.08,2,2
201702,부산,03000009,S03401,이용시설,기타이용시설,9614038.34,114,3
201702,부산,03000009,S03401,이용시설,지역아동센터,11433530.41,77,12
201702,부산,03000009,S03401,이용시설,재가복지센터,971399.32,12,1
201702,부산,03000009,S03401,이용시설,복지관,5688849.45,49,4
201702,부산,03000009,S03401,이용시설,무료급식소,1222741.91,24,1
201702,부산,03000009,S03401,생활시설,청소년쉼터,174682.71,5,1
201702,부산,03000009,S03401,생활시설,아동시설,693899.46,8,1
201702,부산,03000010,S03501,이용시설,지역아동센터,2182239.24,26,8
201702,부산,03000010,S03501,기타시설,기타법인단체,432210.03,6,1
201702,부산,03000010,S03501,기타시설,기타,1854380.27,12,1
201702,부산,03000010,S03501,생활시설,노인시설,859699.6,4,2
201702,부산,03000010,S03501,생활시설,아동시설,949689.56,10,1
201702,부산,03000010,S03501,생활시설,여성시설,767999.51,10,1
201702,부산,03000010,S03501,생활시설,장애인시설,224999.99,5,2
201702,부산,03000010,S03501,생활시설,정신요양시설,3348741.18,4,1
201702,부산,03000010,S03501,이용시설,무료급식소,928610.26,6,1
201702,부산,03000010,S03501,이용시설,복지관,2982010.03,31,5
201702,부산,03000010,S03501,이용시설,재가복지센터,4293939.48,63,8
201702,부산,03000010,S03501,이용시설,기타이용시설,3881220.17,42,5
201702,부산,03000011,S03601,이용시설,기타이용시설,2179067.71,17,2
201702,부산,03000011,S03601,생활시설,장애인시설,472848.23,5,1
201702,부산,03000011,S03601,생활시설,여성시설,391391.68,6,1
201702,부산,03000011,S03601,생활시설,아동시설,460327.32,7,1
201702,부산,03000011,S03601,생활시설,노인시설,2284888.74,13,1
201702,부산,03000011,S03601,기타시설,종교사회단체,681989,2,1
201702,부산,03000011,S03601,기타시설,기타법인단체,121000,1,1
201702,부산,03000011,S03601,이용시설,재가복지센터,1957361.12,6,1
201702,부산,03000011,S03601,이용시설,복지관,1620475.47,26,1
201702,부산,03000011,S03601,이용시설,무료급식소,503161.73,9,1
201702,부산,03000011,S03601,생활시설,청소년쉼터,1344313.03,14,1
201702,부산,03000011,S03601,이용시설,지역아동센터,7726041.09,68,8
201702,부산,03000012,S03701,이용시설,지역아동센터,942000.04,4,2
201702,부산,03000012,S03701,생활시설,부랑인시설,642500.02,3,1
201702,부산,03000012,S03701,생활시설,청소년쉼터,1064166.68,25,2
201702,부산,03000012,S03701,생활시설,기타생활시설,477083.35,2,1
201702,부산,03000012,S03701,이용시설,무료급식소,729083.35,3,1
201702,부산,03000012,S03701,이용시설,기타이용시설,3168092.85,82,2
201702,부산,03000013,S03801,기타시설,기타법인단체,1366443.69,6,1
201702,부산,03000013,S03801,생활시설,부랑인시설,3458448.09,8,1
201702,부산,03000013,S03801,생활시설,아동시설,1075850.88,3,1
201702,부산,03000013,S03801,생활시설,여성시설,4286582.65,7,2
201702,부산,03000013,S03801,생활시설,장애인시설,1075850.88,3,1
201702,부산,03000013,S03801,생활시설,정신요양시설,1099571.73,5,1
201702,부산,03000013,S03801,이용시설,무료급식소,5225541.25,25,5
201702,부산,03000013,S03801,이용시설,복지관,2158025.67,11,2
201702,부산,03000013,S03801,이용시설,지역아동센터,16925730.77,62,11
201702,부산,03000013,S03801,이용시설,기타이용시설,13358585.57,24,5
201702,부산,03000014,S03901,이용시설,재가복지센터,8271099.79,37,2
201702,부산,03000014,S03901,이용시설,무료급식소,1735876.53,31,2
201702,부산,03000014,S03901,이용시설,기타이용시설,259527.98,7,1
201702,부산,03000014,S03901,생활시설,노인시설,1512720.76,19,1
201702,부산,03000014,S03901,이용시설,지역아동센터,542645.75,4,2
201702,부산,03000004,S38501,생활시설,아동시설,1736868.71,6,1
201702,부산,03000004,S38501,이용시설,재가복지센터,1375343.98,5,1
201702,부산,03000004,S38501,기타시설,기타법인단체,14175789.77,58,12
201702,부산,03000006,S40001,이용시설,무료급식소,4983998.93,10,2
201702,부산,03000009,S40201,생활시설,기타생활시설,1075299.97,27,1
201702,부산,03000009,S40201,이용시설,기타이용시설,558000,9,2
201702,부산,03000009,S40201,이용시설,지역아동센터,1682484.13,13,4
201702,부산,03000009,S40201,이용시설,복지관,509011.94,11,1
201702,부산,03000009,S40201,이용시설,무료급식소,7255168.22,87,2
201702,부산,03000009,S40201,생활시설,노인시설,318600.21,2,1
201702,부산,03000002,S40301,이용시설,기타이용시설,1726193.48,12,3
201702,부산,03000002,S40301,이용시설,무료급식소,1639365.13,10,1
201702,부산,03000002,S40301,이용시설,재가복지센터,136097.58,1,1
201702,부산,03000002,S40301,이용시설,지역아동센터,3233221.03,9,3
201702,부산,03000002,S40301,생활시설,여성시설,449243.11,3,2
201702,부산,03000007,S48201,이용시설,복지관,2418500.38,36,2
201702,부산,03000005,S50701,기타시설,기타법인단체,2276160,1,1
201702,부산,03000005,S50701,이용시설,무료급식소,144678615.27,45,1
201702,부산,03000005,S50701,이용시설,지역아동센터,5560202.44,2,1
201702,부산,03000011,S51401,이용시설,지역아동센터,1525500,2,1
201702,부산,03000015,S51601,이용시설,기타이용시설,3100914.08,72,3
201702,부산,03000015,S51601,이용시설,무료급식소,2341884.84,30,13
201702,부산,03000015,S51601,이용시설,지역아동센터,150679.62,1,1
201702,부산,03000015,S63301,이용시설,복지관,4991300.16,81,1
201703,부산,03000001,S02601,기타시설,기타법인단체,9692525.27,1081,2
201703,부산,03000001,S02601,이용시설,복지관,4952200.02,321,1
201703,부산,03000001,S02601,이용시설,재가복지센터,994719.95,25,1
201703,부산,03000001,S02601,이용시설,무료급식소,1214381.45,26,1
201703,부산,03000001,S02601,이용시설,지역아동센터,11652422.87,1291,5
201703,부산,03000001,S02601,이용시설,기타이용시설,19195999.01,2213,4
201703,부산,03000002,S02701,기타시설,기타법인단체,1179200,4,2
201703,부산,03000002,S02701,기타시설,종교사회단체,1396325.95,3,1
201703,부산,03000002,S02701,기타시설,기타,245700.4,1,1
201703,부산,03000002,S02701,생활시설,노인시설,1537324.35,3,2
201703,부산,03000002,S02701,생활시설,여성시설,1777825.95,4,2
201703,부산,03000002,S02701,생활시설,한부모가족시설,1897916.51,9,3
201703,부산,03000002,S02701,이용시설,무료급식소,1748552.2,5,3
201703,부산,03000002,S02701,이용시설,복지관,855525.99,4,2
201703,부산,03000002,S02701,이용시설,재가복지센터,1838825.95,3,1
201703,부산,03000002,S02701,이용시설,기타이용시설,2052698.2,5,3
201703,부산,03000003,S02801,기타시설,기타,178699.79,1,1
201703,부산,03000003,S02801,이용시설,기타이용시설,1415069.88,14,3
201703,부산,03000003,S02801,이용시설,지역아동센터,369239.87,7,3
201703,부산,03000003,S02801,이용시설,재가복지센터,1077938.14,9,2
201703,부산,03000003,S02801,이용시설,복지관,1779963.17,17,1
201703,부산,03000003,S02801,이용시설,무료급식소,1315700.41,11,3
201703,부산,03000003,S02801,생활시설,청소년쉼터,87556.94,3,1
201703,부산,03000003,S02801,기타시설,기타법인단체,527499.84,3,1
201703,부산,03000003,S02801,생활시설,아동시설,1341400.42,8,1
201703,부산,03000005,S03001,이용시설,재가복지센터,1956378.83,5,4
201703,부산,03000005,S03001,기타시설,기타법인단체,7129385.46,2,2
201703,부산,03000005,S03001,기타시설,종교사회단체,9458082,2,2
201703,부산,03000005,S03001,생활시설,장애인시설,965450.64,1,1
201703,부산,03000005,S03001,이용시설,무료급식소,965450.64,1,1
201703,부산,03000005,S03001,이용시설,복지관,1334000,1,1
201703,부산,03000005,S03001,이용시설,지역아동센터,3604198.46,5,5
201703,부산,03000006,S03101,생활시설,여성시설,54445.31,1,1
201703,부산,03000006,S03101,이용시설,무료급식소,2643674.27,36,6
201703,부산,03000006,S03101,이용시설,복지관,15329744.48,101,3
201703,부산,03000006,S03101,이용시설,재가복지센터,4277288.72,23,1
201703,부산,03000006,S03101,이용시설,지역아동센터,18587284.68,113,8
201703,부산,03000006,S03101,이용시설,기타이용시설,10810556.67,95,6
201703,부산,03000006,S03101,기타시설,기타법인단체,96401.57,14,1
201703,부산,03000006,S03101,기타시설,기타,598286.36,5,1
201703,부산,03000006,S03101,생활시설,노인시설,1712175.78,41,1
201703,부산,03000006,S03101,생활시설,부랑인시설,991601.58,15,1
201703,부산,03000006,S03101,생활시설,아동시설,1221340.61,26,2
201703,부산,03000007,S03201,생활시설,장애인시설,1853096.22,20,3
201703,부산,03000007,S03201,생활시설,한부모가족시설,224524.37,2,1
201703,부산,03000007,S03201,이용시설,복지관,1231700.58,11,1
201703,부산,03000007,S03201,이용시설,재가복지센터,372948.06,6,1
201703,부산,03000007,S03201,이용시설,기타이용시설,3786419.4,33,6
201703,부산,03000007,S03201,이용시설,지역아동센터,8794874.91,109,14
201703,부산,03000007,S03201,생활시설,아동시설,58650.56,1,1
201703,부산,03000008,S03301,이용시설,무료급식소,2400000,1,1
201703,부산,03000008,S03301,기타시설,종교사회단체,330749.71,2,1
201703,부산,03000008,S03301,기타시설,기타법인단체,640000,1,1
201703,부산,03000008,S03301,이용시설,지역아동센터,8786246.65,15,4
201703,부산,03000008,S03301,이용시설,복지관,230749.71,1,1
201703,부산,03000008,S03301,기타시설,기타,330749.71,2,1
201703,부산,03000009,S03401,이용시설,기타이용시설,10734035.45,127,6
201703,부산,03000009,S03401,생활시설,아동시설,349499.86,4,1
201703,부산,03000009,S03401,생활시설,노인시설,624695.71,16,1
201703,부산,03000009,S03401,생활시설,청소년쉼터,121338.17,5,1
201703,부산,03000009,S03401,이용시설,무료급식소,1106467.69,28,2
201703,부산,03000009,S03401,이용시설,복지관,6157548.32,59,5
201703,부산,03000009,S03401,이용시설,재가복지센터,1361295.58,14,1
201703,부산,03000009,S03401,이용시설,지역아동센터,7464118.41,57,7
201703,부산,03000009,S03401,생활시설,장애인시설,66595.5,1,1
201703,부산,03000010,S03501,생활시설,노인시설,1627089.91,22,2
201703,부산,03000010,S03501,이용시설,기타이용시설,11621662.55,73,9
201703,부산,03000010,S03501,이용시설,지역아동센터,2965320.29,29,11
201703,부산,03000010,S03501,이용시설,재가복지센터,3254680.12,42,8
201703,부산,03000010,S03501,이용시설,복지관,4443900.22,25,5
201703,부산,03000010,S03501,이용시설,무료급식소,88999.86,2,1
201703,부산,03000010,S03501,생활시설,정신요양시설,5078066.85,4,1
201703,부산,03000010,S03501,생활시설,장애인시설,162000,2,2
201703,부산,03000010,S03501,생활시설,여성시설,1029399.97,9,1
201703,부산,03000010,S03501,생활시설,아동시설,1401029.91,15,2
201703,부산,03000010,S03501,기타시설,기타법인단체,526920.34,6,1
201703,부산,03000010,S03501,기타시설,기타,4136696.13,17,1
201703,부산,03000011,S03601,이용시설,무료급식소,477952.67,2,1
201703,부산,03000011,S03601,이용시설,재가복지센터,1119315.52,11,1
201703,부산,03000011,S03601,이용시설,지역아동센터,4699655.79,71,8
201703,부산,03000011,S03601,이용시설,기타이용시설,654766.82,8,3
201703,부산,03000011,S03601,생활시설,청소년쉼터,435641.57,2,1
201703,부산,03000011,S03601,이용시설,복지관,1007085.04,15,1
201703,부산,03000011,S03601,기타시설,기타법인단체,1100418.78,19,1
201703,부산,03000011,S03601,기타시설,종교사회단체,120000,1,1
201703,부산,03000011,S03601,생활시설,노인시설,902272.22,13,1
201703,부산,03000011,S03601,생활시설,아동시설,993671.64,13,1
201703,부산,03000011,S03601,생활시설,여성시설,661040.86,8,1
201703,부산,03000011,S03601,생활시설,장애인시설,736068.81,17,1
201703,부산,03000012,S03701,생활시설,부랑인시설,616960.95,8,1
201703,부산,03000012,S03701,이용시설,기타이용시설,1519491.53,21,2
201703,부산,03000013,S03801,이용시설,지역아동센터,7391066.56,40,11
201703,부산,03000013,S03801,기타시설,기타법인단체,762230.37,5,1
201703,부산,03000013,S03801,생활시설,부랑인시설,19994034.99,9,1
201703,부산,03000013,S03801,생활시설,여성시설,1382256.56,3,2
201703,부산,03000013,S03801,생활시설,장애인시설,1239049.76,2,1
201703,부산,03000013,S03801,생활시설,정신요양시설,143206.8,1,1
201703,부산,03000013,S03801,이용시설,무료급식소,4487817.22,23,5
201703,부산,03000013,S03801,이용시설,복지관,3062115.96,22,2
201703,부산,03000013,S03801,이용시설,기타이용시설,17297416.45,13,5
201703,부산,03000014,S03901,이용시설,재가복지센터,1021572.42,24,2
201703,부산,03000014,S03901,이용시설,기타이용시설,517385.86,8,1
201703,부산,03000014,S03901,이용시설,지역아동센터,9725358.71,2,1
201703,부산,03000014,S03901,생활시설,노인시설,781579.01,20,1
201703,부산,03000014,S03901,이용시설,무료급식소,1379563.35,23,2
201703,부산,03000100,S04101,이용시설,지역아동센터,750000,2,2
201703,부산,03000100,S04101,생활시설,아동시설,300000,1,1
201703,부산,03000004,S38501,생활시설,아동시설,2756466.65,5,1
201703,부산,03000004,S38501,기타시설,기타법인단체,16360977,52,12
201703,부산,03000004,S38501,이용시설,재가복지센터,859666.65,4,1
201703,부산,03000006,S40001,이용시설,복지관,5472000,1,1
201703,부산,03000006,S40001,생활시설,아동시설,1164337.96,4,1
201703,부산,03000006,S40001,이용시설,무료급식소,9892639.64,10,2
201703,부산,03000009,S40201,생활시설,노인시설,3366799.24,27,1
201703,부산,03000009,S40201,이용시설,무료급식소,7038784.01,96,2
201703,부산,03000009,S40201,이용시설,복지관,8607.4,1,1
201703,부산,03000009,S40201,이용시설,지역아동센터,268000,5,2
201703,부산,03000009,S40201,이용시설,기타이용시설,350000,10,1
201703,부산,03000009,S40201,생활시설,기타생활시설,1488599.65,30,1
201703,부산,03000002,S40301,생활시설,노인시설,22187.5,1,1
201703,부산,03000002,S40301,이용시설,무료급식소,3741976,67,4
201703,부산,03000002,S40301,생활시설,여성시설,2506741.85,18,4
201703,부산,03000002,S40301,이용시설,복지관,641550.45,3,1
201703,부산,03000002,S40301,이용시설,재가복지센터,917556.7,3,1
201703,부산,03000002,S40301,이용시설,지역아동센터,6904020,7,2
201703,부산,03000002,S40301,이용시설,기타이용시설,3184189.3,40,3
201703,부산,03000007,S48201,이용시설,무료급식소,143100,3,1
201703,부산,03000007,S48201,이용시설,복지관,2678999.97,35,2
201703,부산,03000005,S50701,이용시설,무료급식소,64470337.35,12,1
201703,부산,03000005,S50701,이용시설,복지관,252244.04,2,1
201703,부산,03000005,S50701,이용시설,지역아동센터,13397777.65,10,7
201703,부산,03000015,S51601,이용시설,기타이용시설,1727309.68,48,3
201703,부산,03000015,S51601,이용시설,무료급식소,2251027.16,53,12
201703,부산,03000015,S51601,이용시설,지역아동센터,306419.94,8,1
201703,부산,03000015,S63301,이용시설,기타이용시설,932178.16,21,4
201703,부산,03000015,S63301,이용시설,복지관,690206.8,21,1
201703,부산,03000015,S63301,생활시설,장애인시설,182299.84,3,1
201703,부산,03000015,S63301,기타시설,기타,305999.81,6,1
201703,부산,03000015,S63301,기타시설,기타법인단체,132100,2,1
201703,부산,03000015,S63301,이용시설,지역아동센터,2781099.01,50,8
201704,부산,03000001,S02601,기타시설,기타법인단체,8269771.32,1406,2
201704,부산,03000001,S02601,이용시설,무료급식소,793311.3,5,1
